Globex,Exchange,Product Name,Group,Subgroup,Option?,Hours
HCR,NYMEX,WTI Houston vs. Brent Calendar Month Average Price Option,Energy,Crude Oil,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
RBM,NYMEX,Mini European FOB Rdam Marine Fuel 0.5% Barges (Platts) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
WTL,NYMEX,WTL Midland (Argus) vs. WTI Trade Month Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
TIL,NYMEX,WTL Midland (Argus) vs. WTI Calendar Month Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
BSF,CBOT,Black Sea Sunflower Oil Financially Settled (Platts) Futures,Agriculture,Grain And Oilseed,false,Sunday - Friday 7:00 p.m. - 7:45 a.m. (8:00 p.m. - 8:45 a.m. ET)&nbsp; Monday - Friday 8:30 a.m. - 1,13:45UTC
TTO,NYMEX,Dutch TTF Natural Gas Calendar Month Option,Energy,Natural Gas,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
UFO,NYMEX,UK NBP Natural Gas Futures-Style Margined Calendar Month Option,Energy,Natural Gas,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
UPB,NYMEX,USGC Marine Fuel 0.5% Barges (Platts) (mt) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
BPU,NYMEX,USGC Marine Fuel 0.5% Barges (Platts) (mt) vs. European FOB Rdam Marine Fuel 0.5% Barges (Platts) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
S04,CME,Weekly One-Year Mid-Curve Options on Three-Month SOFR Futures - Week 4,Interest Rate,Stirs,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
S23,CME,Weekly Two-Year Mid-Curve Options on Three-Month SOFR Futures - Week 3,Interest Rate,Stirs,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
S32,CME,Weekly Three-Year Mid-Curve Options on Three-Month SOFR Futures - Week 2,Interest Rate,Stirs,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
XUB,NYMEX,Cross North Sea Dirty Freight 80kt (Platts) BALMO Futures,Energy,Freight,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
BF3,NYMEX,LNG Freight Route BLNG3 (Baltic) Futures,Energy,Freight,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
TDM,NYMEX,Freight Route TD19 (Baltic) Futures,Energy,Freight,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
MA2,CME,AUD/USD Weekly Monday Options - Week 2,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
MA5,CME,AUD/USD Weekly Monday Options - Week 5,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
WCH,NYMEX,WCS Houston (Argus) vs. WTI Calendar Month Futures,Energy,Crude Oil,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
BEB,NYMEX,European Butane CIF ARA (Argus) BALMO Futures,Energy,Petrochemicals,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
TEF,NYMEX,Mont Belvieu Normal Butane (OPIS) vs European Butane CIF ARA (Argus) Futures,Energy,Petrochemicals,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
UCE,NYMEX,UCO T1 CIF ARA Excluding Duty (PRIMA) Futures,Energy,Biofuels,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
F1S,CBOT,5-Year MAC SOFR Swap Futures,Interest Rate,Swap Futures,false,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
N1S,CBOT,10-Year MAC SOFR Swap Futures,Interest Rate,Swap Futures,false,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
E1S,CBOT,20-Year MAC SOFR Swap Futures,Interest Rate,Swap Futures,false,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
ILS,CME,ILS/USD Monthly Options,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
ACD,CME,Australian Dollar/Canadian Dollar Futures,FX,Cross Rates,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
RF,CME,EUR/CHF Monthly Options,FX,Cross Rates,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
RP,CME,EUR/GBP Monthly Options,FX,Cross Rates,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
VJA,CME,JPY/USD Weekly Friday Volatility-Quoted Options - Week 1,FX,Majors,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
VJC,CME,JPY/USD Weekly Friday Volatility-Quoted Options - Week 3,FX,Majors,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
VSB,CME,CHF/USD Weekly Friday Volatility-Quoted Options - Week 2,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
VTB,CME,EUR/USD Weekly Friday Volatility-Quoted Options - Week 2,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
VJE,CME,JPY/USD Weekly Friday Volatility-Quoted Options - Week 5,FX,Majors,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
IS2,CME,ILS/USD Weekly Thursday Options - Week 2,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
IS4,CME,ILS/USD Weekly Thursday Options - Week 4,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
CHY,NYMEX,NY Harbor ULSD Crack Spread Option,Energy,Refined Products,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
HHT,NYMEX,Natural Gas Last Day (Financial Settlement) Futures,Energy,Natural Gas,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
RB2,CME,CNY/USD Weekly Friday Options - Week 2,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
RE2,CME,CNY/EUR Weekly Friday Options - Week 2,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
RE5,CME,CNY/EUR Weekly Friday Options - Week 5,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
VXA,CME,AUD/USD Monthly Volatility-Quoted Options,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
VAE,CME,AUD/USD Weekly Friday Volatility-Quoted Options - Week 5,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
WC6,CBOT,Chicago SRW Wheat Dec-July CSO,Agriculture,Grain And Oilseed,false,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
CZM,CBOT,Consecutive Soybean Meal CSO,Agriculture,Grain And Oilseed,false,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
AWM,NYMEX,WTI Crude Oil 6 Month Physical Spread Option,Energy,Crude Oil,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
EUB,NYMEX,ERCOT South 345 kV Hub Day-Ahead 5 MW Peak Calendar-Day Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AC,NYMEX,Brent Crude Oil 3 Month Spread Option,Energy,Crude Oil,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
FB,NYMEX,NY Harbor ULSD Calendar Spread Option - 2 Month,Energy,Refined Products,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AIC,NYMEX,Natural Gas 3 Month Calendar Spread Option,Energy,Natural Gas,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
IE,NYMEX,Natural Gas 5 Month Calendar Spread Option,Energy,Natural Gas,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
12C,CBOT,Corn Dec-Dec CSO,Agriculture,Grain And Oilseed,false,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
SZ9,CBOT,Soybean Nov-July CSO,Agriculture,Grain And Oilseed,false,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
12S,CBOT,Soybean Nov-Nov CSO,Agriculture,Grain And Oilseed,false,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
EV1,CME,S&P 500 Weekly Options - Week 1,Equities,US Index,true,Sunday - Friday: 6:00 p.m. - 5:00 p.m. ET with a trading halt 9:15 a.m. - 4:30 p.m.,22:00UTC
L0A,CME,1st contract back Live Cattle CSO,Agriculture,Livestock,false,CME ClearPort:,ERROR,Index 0 out of bounds for length 0
EAX,NYMEX,In Delivery Month European Union Allowance (EUA) Option,Energy,Emissions,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
1E,CME,EUR/GBP Weekly Friday Options - Week 1,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
3I,CME,EUR/CHF Weekly Friday Options - Week 3,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
3N,CME,ZAR/USD Weekly Friday Options - Week 3,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
3R,CME,BRL/USD Weekly Friday Options - Week 3,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
4I,CME,EUR/CHF Weekly Friday Options - Week 4,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
4Z,CME,NZD/USD Weekly Friday Options - Week 4,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
5Z,CME,NZD/USD Weekly Friday Options - Week 5,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
-,CME,Spot Cheese Blocks,Agriculture,Dairy Spot Markets,false,CME Direct Auction Platform,ERROR,Index 0 out of bounds for length 0
YHF,NYMEX,ERCOT Houston 345 kV Hub Day-Ahead 5 MW Peak Calendar-Day Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
-,CME,Spot Cheese Barrels,Agriculture,Dairy Spot Markets,false,CME Direct Auction Platform,ERROR,Index 0 out of bounds for length 0
5N,CME,ZAR/USD Weekly Friday Options - Week 5,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
A1U,NYMEX,NY Jet Fuel (Platts) vs. NY Harbor ULSD Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
26,NYMEX,Crude Oil Last Day Financial Futures,Energy,Crude Oil,false,Monday - Friday: &nbsp;8:30 a.m. - 1:20 p.m. CT<br> Pre-Open: Monday - Friday:&nbsp;&nbsp;8:00 a.m. ,ERROR,Index 0 out of bounds for length 0
A3G,NYMEX,Premium Unleaded Gasoline 10 ppm FOB MED (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
A3M,NYMEX,Mont Belvieu Physical Normal Butane (OPIS) Futures,Energy,Petrochemicals,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
A3R,NYMEX,Mont Belvieu Physical Natural Gasoline (OPIS) Futures,Energy,Petrochemicals,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
A4Q,NYMEX,MISO Illinois Hub 5 MW Peak Calendar-Month Day-Ahead Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
7S,NYMEX,EuroBob Gasoline 10 ppm Barges FOB Rdam (Platts) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AF,NYMEX,Gulf Coast Jet (Argus) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
AJ,NYMEX,Gulf Coast ULSD (Argus) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
B8,NYMEX,Gasoil 0.1% Barges FOB ARA (Platts) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
ABS,NYMEX,Singapore Fuel Oil 180 cst (Platts) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
ABX,NYMEX,Singapore Jet Kerosene (Platts) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
D4L,NYMEX,NYISO Zone J Day-Ahead Off-Peak Calendar-Month 5 MW Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
D7L,NYMEX,PJM AEP Dayton Hub Day-Ahead LMP Peak Calendar-Month 5 MW Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AE3,NYMEX,PJM BGE Zone Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
AF5,NYMEX,PJM PPL Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
EJL,NYMEX,MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
ZKU,NYMEX,Singapore Naphtha (Platts) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
MQ,NYMEX,Los Angeles Jet Fuel (Platts) vs. NY Harbor ULSD Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AN2,NYMEX,Singapore Jet Kerosene (Platts) Average Price Option,Energy,Refined Products,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
N3L,NYMEX,PJM Northern Illinois Hub Day-Ahead LMP Peak Calendar-Month 5 MW Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AOH,NYMEX,MISO Illinois Hub Peak Calendar-Month LMP 5 MW Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AP5,NYMEX,ISO New England South East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AQ6,NYMEX,European 3.5% Fuel Oil Barges FOB Rdam (Platts) Average Price Option,Energy,Refined Products,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AQ8,NYMEX,PJM PEPCO Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
ASP,NYMEX,Singapore Naphtha (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
UA,NYMEX,Singapore Fuel Oil 180 cst (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AUI,NYMEX,European 3.5% Fuel Oil Cargoes FOB MED (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AW2,NYMEX,ISO New England Maine Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AYH,NYMEX,NY Heating Oil (Platts) vs. NY Harbor ULSD Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
AZ5,NYMEX,Gasoil 0.1% Cargoes CIF MED (Platts) vs. Low Sulphur Gasoil Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
Z6,NYMEX,ULSD 10ppm Cargoes CIF MED (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
AH3,NYMEX,MISO Indiana Hub (formerly Cinergy Hub) 5 Month Peak Calendar-Month Real-Time Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
C5D,NYMEX,Daily Mont Belvieu Natural Gasoline (Non-LDH) (OPIS) Futures,Energy,Petrochemicals,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
EV4,CME,S&P 500 Weekly Options - Week 4,Equities,US Index,true,Sunday - Friday: 6:00 p.m. - 5:00 p.m. ET with a trading halt 9:15 a.m. - 4:30 p.m.,22:00UTC
NVP,NYMEX,NY Ethanol (Platts) Average Price Option,Energy,Biofuels,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AI2,NYMEX,ERCOT Houston 345 kV Hub 5 MW Off-Peak Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AV0,NYMEX,Singapore Mogas 95 Unleaded (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
-,CBOT,Bloomberg CI Index 3 Month Forward Swaps,Agriculture,Commodity Index,false,Sunday - Friday&nbsp; 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute,22:00UTC
EAB,NYMEX,ERCOT South 345 kV Hub Day-Ahead 5 MW Off-Peak Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
ERL,NYMEX,ERCOT North 345 kV Hub Day-Ahead 5 MW Off-Peak Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
GCG,NYMEX,Gulf Coast CBOB Gasoline A2 (Platts) Crack Spread Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
GCM,NYMEX,Gulf Coast Unl 87 Gasoline M2 (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
AI3,NYMEX,ERCOT Houston 345 kV Hub 5 MW Peak Calendar-Day Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
AI4,NYMEX,ERCOT Houston 345 kV Hub 5 MW Off-Peak Calendar-Day Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
JAC,NYMEX,PJM JCPL Zone Peak Calendar-Month Day-Ahead LMP Option,Energy,Electricity,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
AR1,NYMEX,ERCOT West 345 kV Hub 5 MW Peak Calendar-Day Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
TCW,NYMEX,Freight Route TC2 (Baltic) Average Price Option,Energy,Freight,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
B2K,NYMEX,CAISO SP15 EZ Gen Hub 5 MW Off-Peak Calendar-Day Real-Time LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
